target,BCAA_biosynthesis,BCAA_transport,Cellulose_binding,Fatty_acid_utilization,Fatty_acid_utilization_acyl,Glycan_utilization,LPS_biosynthesis,LPS_transport,Phenylalanine_biosynthesis,PTS,Purine_Metabolism,Secretion_System_typeII,Secretion_System_typeIII,Secretion_System_typeIV
control,0.020975586721443076,0.043405581527128485,3.494357085517306e-4,0,0,0.5776455588610285,0.003636020210605846,0,0.13449497095905935,0.21941729234546914,0,3.7776833356943856e-5,0,3.7776833356943856e-5
hyper,0.06419683867767882,0.022599357384685055,0,6.469281694089233e-5,0,0.6214176352618981,0.008280680568434218,2.1564272313630777e-5,0.07836456558773425,0.2047312013456106,0,8.625708925452311e-5,0,2.3720699544993855e-4
hyper,0.020550754135212724,0.0016859820465695583,0,1.5189027446572596e-5,1.5189027446572596e-5,0.7685951668514664,0.014535899266369974,4.556708233971779e-5,0.08382824247763415,0.11062168689338822,0,6.075610978629038e-5,0,4.556708233971779e-5
hyper,0.04934327298544551,0.03336883209087682,0.0011241273222103894,1.774937877174299e-4,0,0.547923322683706,0.01733522660040232,2.3665838362323986e-4,0.06383859898236895,0.28591290971482664,0,3.254052774819548e-4,2.9582297952904983e-5,3.8456987338776475e-4
control,0.05027031142922409,0.023513287139267494,6.091525165613341e-5,0.006868194624229041,1.5228812914033352e-5,0.5339983248305794,0.010264219904058479,6.700677682174675e-4,0.08321023376227824,0.28144369146425036,0,0.009350491129216477,0,3.3503388410873375e-4
control,0.021112936459319484,0.04749540569137384,1.3226039984407195e-4,1.1137717881606059e-4,0,0.6727111989753299,0.003202093890961742,6.961073676003787e-6,0.1005596703235507,0.15452191345993205,0,1.044161051400568e-4,0,4.176644205602272e-5
hyper,0.05973642417319105,0.11123958652587,5.57242762809618e-4,6.965534535120225e-5,1.393106907024045e-5,0.2675043882867571,0.0085954696163383585,8.35864144214427e-5,0.08973001588141874,0.4620239057145245,0,3.7613886489649214e-4,0,6.965534535120225e-5
control,0.06614205839718368,0.038517291364671774,4.141644232760406e-5,8.283288465520812e-5,4.141644232760406e-5,0.6158417891903085,0.00704079519569269,4.141644232760406e-5,0.10234002899150962,0.16928970801408158,0,5.591219714226548e-4,0,6.21246634914061e-5
hyper,0.05552019096876865,0.023950666401432265,1.392480604734434e-4,0.003739805052715337,0,0.647980903123135,0.007797891386512831,4.37636761487965e-4,0.07497513427491545,0.1804257012134474,0,0.003958623433459319,0,0.0010741993236522778
control,0.028245327628912405,0.08831062823688358,1.5480747579374015e-4,0.016240711551452375,2.8146813780680027e-5,0.2818340463859491,0.018084327854086917,7.881107858590408e-4,0.07532087367709975,0.47741218194100427,4.2220220671020044e-5,0.013383809952713353,0,1.5480747579374015e-4
control,0.05260443527591542,0.027536843421319956,1.5628174472939816e-5,0.001437792051510463,1.5628174472939816e-5,0.726038101489365,0.004375888852423148,4.688452341881945e-5,0.09109662900276619,0.09541000515729757,0,0.0010314595152140279,0,3.907043618234954e-4
control,0.028162414889693056,0.05615535684022689,7.975197136904228e-5,0.01922022509993919,9.968996421130285e-6,0.20166282860304452,0.017954162554455644,0.0021233962377007506,0.05040324590523472,0.62277317542443,0,0.0011763415776933736,0,2.79131899791648e-4
control,0.01749935664129995,0.1275810938323346,1.225445142948176e-5,0.0016175875886915922,1.225445142948176e-5,0.45015501881058295,0.00355379091454971,8.578116000637231e-5,0.0826317659889955,0.31511096405769395,0,0.001727877651556928,0,1.225445142948176e-5
control,0.07071566895788556,0.019259007043902023,0,1.4896469536719798e-4,0,0.6957715307186483,0.003936924091847375,1.4896469536719798e-4,0.10759507139665042,0.10229618437573153,0,8.512268306697027e-5,0,4.2561341533485136e-5
hyper,0.037919720004374935,0.1004374931641693,0,0.004626490211090452,0,0.234069780159685,0.0032483867439571257,1.2031062014656021e-4,0.0534726019905939,0.5598490648583616,0,0.0062124029312042,0,4.3749316416930984e-5
control,0.049746062771360365,0.08100357274460483,0.001522021244212314,0.0018424467693096433,0,0.4168896294278802,0.011935850809875515,4.806382876459939e-5,0.07312110482721054,0.36188858804492363,0,0.0014098723104282488,0,5.927872214300591e-4
hyper,0.051782283884738524,0.07381003201707577,4.4823906083244397e-4,8.751334044823906e-4,0,0.44196371398078976,0.00783351120597652,1.7075773745997867e-4,0.07532550693703309,0.3457844183564568,2.1344717182497334e-5,0.001536819637139808,2.1344717182497334e-5,4.2689434364994664e-4
hyper,0.06341557854884161,0.056058683072686986,0,0.005700518424505776,6.453417084346161e-5,0.39015208552928776,0.014821347903715016,6.238303181534623e-4,0.10351281003291243,0.3597780024522985,4.3022780562307744e-5,0.005549938692537699,0,2.796480736550003e-4
control,0.09580057248451031,0.03529113373672959,7.246639370991702e-5,0,3.623319685495851e-5,0.5313598318779665,0.01710206891554042,2.898655748396681e-4,0.13246856770172832,0.18721692814957064,0,7.246639370991702e-5,0,2.898655748396681e-4
hyper,0.05158708328749037,0.037009021894597864,1.7878754538453074e-4,0.007715370227747827,0,0.52595169985697,0.015595775112773682,8.389261744966443e-4,0.08280613928925075,0.2656232808889867,1.3752888106502366e-5,0.012652657057982176,0,2.750577621300473e-5
hyper,0.0446456163312792,0.020941266292196108,0,6.180582065405101e-4,3.635636509061824e-5,0.5923906127865336,0.007925687589754777,1.817818254530912e-4,0.06291468978931486,0.26980058533747797,0,2.544945556343277e-4,0,2.9085092072494593e-4
hyper,0.05521586379298696,0.0637963651104655,1.6890750624957772e-5,0.018596716438078507,5.067225187487332e-5,0.37296466454969257,0.017110330383082226,0.001266806296871833,0.07898114992230254,0.3689277751503277,3.3781501249915544e-5,0.022616715086818458,0,4.2226876562394435e-4
control,0.06986027944111776,0.05447641302760333,0.00133878584294825,9.493208704542135e-4,0,0.4572318777079986,0.02524219852976973,1.703909254661409e-4,0.10425490482449734,0.28345747529331583,0,9.249793096733363e-4,0,0.0020933742271554453
control,0.04880480451966672,0.13594606784247631,8.070833432240606e-4,4.7475490777885916e-4,0,0.3968001519215705,0.011916348185249365,1.4242647233365775e-4,0.0905120231680395,0.31397915825954853,0,4.035416716120303e-4,0,2.136397085004866e-4
hyper,0.024608120467065103,0.08644745517578747,1.0634451368653891e-5,8.507561094923113e-5,0,0.39500606163728014,0.0032754110215453985,4.2537805474615564e-5,0.08249143926664823,0.4073951974817619,0,1.169789650551928e-4,0,5.210881170640407e-4
hyper,0.05218219381496546,0.05210149138098005,0,1.61404867970818e-4,0,0.5739072890438376,0.011960100716637613,5.487765511007812e-4,0.07035638194847957,0.23637742914326296,0,6.133384982891084e-4,0,0.0017915940344760798
control,0.02890956725991508,0.06486584153943446,0.0011142229048092269,3.0114132562411538e-5,0,0.46225193483301713,0.005239859065859608,3.0114132562411538e-5,0.10339687415304002,0.33363447465895746,0,2.2585599421808656e-4,0,3.011413256241154e-4
control,0.02548676137457927,0.05485293982776489,7.336959013912708e-5,0.015857002668818843,0,0.3554940066216055,0.012509515118721169,0.001118886249621688,0.04080266331612205,0.47770940139585644,0,0.015563524308262333,0,5.319295285086714e-4
hyper,0.028077152011752638,0.08207849444662554,1.0131583946505236e-4,6.332239966565773e-5,0,0.5252593052266309,0.007927964438140348,1.2664479933131545e-5,0.05151910436797913,0.3047453806309444,0,1.899671989969732e-4,0,2.532895986626309e-5
hyper,0.06030150753768844,0.08185156551990723,0.001755572735472233,1.7716789073572993e-4,0,0.3338809431774256,0.01370635227419147,6.442468754026543e-5,0.08760146888287591,0.4169243654168277,1.610617188506636e-5,0.002883004767426878,0,8.375209380234506e-4
control,0.04321871238491818,0.1657178177559452,1.6265981326653436e-5,1.301278506132275e-4,0,0.2846058752724552,0.008718565991086242,1.6265981326653436e-5,0.11530954162464621,0.3814697940726764,0,7.807671036793649e-4,0,1.6265981326653436e-5
control,0.031118966587067295,0.2069270255532783,1.3162100671267133e-4,5.6409002876859146e-5,0,0.28155613635936294,0.013462948686610384,1.504240076716244e-4,0.08952108756557546,0.37590959517138933,1.880300095895305e-5,7.521200383581219e-4,0,3.9486302013801405e-4
control,0.014230307253605714,0.041508119160485225,9.169012405673785e-6,0.01358847638520855,9.169012405673785e-6,0.34371876805149315,0.003942675334439727,0.0010085913646241164,0.0662461146309931,0.4973914159705858,0,0.018319686786536223,0,2.7507037217021355e-5
hyper,0.05801472892510185,0.028517706048260733,9.793168285803823e-5,3.1338138514572234e-4,0,0.6375548417424005,0.0036822312754622374,0,0.09691319335631464,0.17402460043873394,0,5.680037605766217e-4,0,3.1338138514572234e-4
control,0.051300999572167556,0.08165765625607717,7.973241025242114e-4,0.0016335420637081405,0,0.3716502664229318,0.00738983314534635,4.667263039166116e-4,0.08751118198436467,0.39576445879195676,0,0.0016335420637081405,0,1.9446929329858815e-4
control,0.06474561008554705,0.05823953174245835,2.70148581719946e-4,0.0014407924358397117,0,0.4790184601530842,0.019833408374606034,2.70148581719946e-4,0.09696082845565061,0.27651958577217467,0,0.002161188653759568,0,5.40297163439892e-4
control,0.051428340212025574,0.030859701653583663,6.743815920800626e-5,0.0014836395025761377,1.3487631841601251e-5,0.7188638018936635,0.0070135685576326505,2.0231447762401877e-4,0.07720320466132556,0.11182595559871598,0,0.0010385476518032964,0,0
hyper,0.060430427365382094,0.11252788591925113,6.998818949302305e-4,3.0619832903197586e-4,0,0.3585145006780106,0.01771576046542146,1.5309916451598793e-4,0.09483399676304624,0.3533310003936836,0,0.0011591793884781943,0,3.2806963824854555e-4
hyper,0.04682614957670285,0.10536761864615168,3.512839428109741e-5,0,0,0.38969684195735416,0.01099518740998349,1.7564197140548704e-5,0.07854708961253382,0.36807531527733867,0,2.8102715424877927e-4,0,1.5807777426493836e-4
control,0.03249469596893639,0.060215763980625274,5.404107121412273e-4,0.01911452704055082,0,0.171690484768424,0.023778071334214,0.0025719546855610263,0.039359913534286056,0.6304591489532044,2.0015211560786197e-5,0.015701933469436772,0,0.004053080341059205
control,0.05842827468999811,0.08939699125070813,0.0010071127336816264,0,7.868068231887707e-5,0.35511739157801975,0.012604645307484107,3.1472272927550825e-5,0.09016806193743312,0.392726757726443,0,2.360420469566312e-4,0,2.0456977402908037e-4
control,0.04955748995947444,0.1156523161357152,7.996074654260636e-4,0,0,0.35306304177949005,0.010831046577134861,5.4518690824504334e-5,0.08017882130590437,0.3895360459410835,0,1.999018663565159e-4,0,1.2721027859051011e-4
hyper,0.007459691940445936,0.04065274876786468,1.0289230262684049e-4,0.00556647357211207,0,0.5854263342559343,0.005864861249729908,2.469415263044172e-4,0.10266593956106143,0.2451306217781848,0,0.006687999670744632,0,1.9549537499099692e-4
hyper,0.044424260773034616,0.04387930164496922,0.0018165304268846503,0.0018770814411141388,0,0.6220607528509435,0.0069229992935715004,1.8165304268846503e-4,0.07290342113230397,0.20276516298314665,0,0.002260571197900898,0,9.082652134423251e-4
hyper,0.06517253646389186,0.03276414087513341,0.0015652792600498043,0.003664176449662042,0,0.4948950551405194,0.006688011383849164,3.557452863749555e-4,0.09521522589825684,0.29477054429028815,0,0.004820348630380647,0,8.893632159373888e-5
hyper,0.057734481405387936,0.07571735266280386,0.002331540432604631,0.001200397054410305,0,0.4030333110182599,0.015328147002470047,6.925367621597914e-5,0.07313188208407397,0.37085343613656824,0,5.309448509891733e-4,0,6.925367621597914e-5
hyper,0.06179851865315581,0.017994274549007132,4.7712091607215887e-4,2.044803926023538e-4,4.544008724496751e-5,0.7194529013495706,0.005611850774753488,0,0.08860817012768664,0.10537556232107965,0,3.6352069795974007e-4,0,6.816013086745126e-5
hyper,0.05724208131249626,0.04149452128615053,0,0,0,0.5035826198032054,0.010039319002854121,3.9917769395046207e-5,0.08436620561643016,0.3001217491966549,0,1.7962996227770793e-4,0,0.002933956050535896
control,0.04225352112676056,0.10388066797408926,0.0015154216437867712,0.004977120104593807,0,0.30309918583229334,0.010474237832055625,3.714268734771498e-4,0.06086943602543531,0.46810186010578236,0,0.00426398050751768,0,1.931419742081179e-4
hyper,0.02671452772742889,0.056923860634277526,0,0.03473480944426674,3.554039165511604e-5,0.29146675196360666,0.03193896530073095,0.0012320669107106893,0.045124450604779,0.45194346708367394,0,0.05897335655305588,0,9.12203385814645e-4
hyper,0.02061538986637541,0.032697919688721266,1.7065720088059117e-5,0.0050343874259774395,0,0.6595900814034849,0.008037954161475843,1.3652576070447294e-4,0.05875727426318753,0.21241701793607182,0,0.002338003652064099,0,3.583801218492414e-4
control,0.06325527485028655,0.04520380347292279,4.292858829337397e-5,6.439288244006095e-5,0,0.6701796561420078,0.011333147309450729,6.439288244006095e-5,0.0875743201184829,0.122196226577089,0,6.439288244006095e-5,0,2.1464294146686985e-5
hyper,0.03922484759489165,0.0988185822987585,1.1124460463667511e-5,8.899568370934009e-5,0,0.3753615449650692,0.00496150936679571,2.2248920927335023e-5,0.1066613269256441,0.37466070395585815,0,5.562230231833756e-5,0,1.3349352556401014e-4
hyper,0.057268650896802706,0.056618793865349626,0,0,0,0.340671302313491,0.01237977644918118,1.624642578632701e-4,0.07656940473095919,0.4558422147127632,0,4.8739277358981026e-5,0,4.386534962308292e-4
control,0.032348216734358066,0.05192430752353963,0,0.008410275162263461,0,0.36426677810716573,0.013398978752301725,5.093179057892469e-4,0.05619474227208024,0.46172933018165674,0,0.01115275619343633,0,6.52971674088778e-5
hyper,0.07206083774556903,0.028681235562278962,5.51955352944784e-4,1.8398511764826134e-4,0,0.35102316168203285,0.013062943353026555,2.861990718972954e-4,0.08205736247112456,0.4510906228918372,0,1.8398511764826134e-4,0,8.177116339922726e-4
hyper,0.050170985288379884,0.0789974983360492,3.442656813017833e-4,9.180418168047555e-5,0,0.5103853480526038,0.018039521700213446,2.5246149962130775e-4,0.12051593950104428,0.22072020380528334,0,3.901677721420211e-4,0,9.180418168047555e-5
control,0.03876505171817524,0.11876316534096268,0.0011789857578520452,0.0013361838588989846,0,0.4131637689816707,0.003961392146382871,7.859905052346968e-5,0.06787814003206841,0.35338133115351966,0,0.001241864998270821,1.5719810104693935e-5,2.3579715157040902e-4
control,0.06665792750868454,0.05829018374079657,0.001201634222542658,0.004435122675930174,0,0.30499661357628194,0.015075047519171528,5.243494789277053e-4,0.08894278036311201,0.45382447401192894,0,0.005680452688383474,0,3.714142142404579e-4
control,0.06336570609775513,0.04487740805604203,6.169399777105557e-4,3.9802579207132624e-5,0,0.515781722655628,0.012935838242318103,3.9802579207132624e-5,0.07697818818659449,0.2850262697022767,0,1.990128960356631e-4,0,1.3930902722496418e-4
control,0.023848219740193875,0.01590649745841834,1.0373802690272831e-4,9.221157946909183e-5,0,0.7379462175962747,0.0018442315893818365,2.3052894867272956e-5,0.10770312481989926,0.11238286247795568,0,1.4984381663727422e-4,0,0
control,0.06697201984004557,0.04224315921873888,2.373211192063982e-5,0.004556565488762845,4.746422384127964e-5,0.5103827989652799,0.028193748961720104,6.644991337779149e-4,0.10539430903956143,0.23741604765408073,2.373211192063982e-5,0.0035835489000166127,0,4.983743503334362e-4
hyper,0.044484868529849515,0.08213439170938758,5.328629439758925e-4,0.0013413446520772468,1.8374584275030776e-5,0.4583356301563677,0.007772449148338019,9.187292137515388e-5,0.10405527074949929,0.29974459327857705,0,0.0013964684049023392,0,9.187292137515388e-5
control,0.049722832839529774,0.02778839720921342,2.1504348657172895e-4,0.0016486667303832552,0,0.5099397878237599,0.011445092229762019,2.1504348657172895e-4,0.06759533594571347,0.3300917518876039,0,8.601739462869158e-4,0,4.7787441460384213e-4
hyper,0.022631907865369165,0.049087879058417404,7.439811921554624e-5,1.4879623843109247e-4,0,0.698032913727941,0.005178109097402018,4.463887152932774e-5,0.09389042645001934,0.13058357884712674,0,2.529536053328572e-4,0,7.439811921554624e-5
control,0.046336471551371265,0.051985264019647974,0,1.9102196752626553e-4,1.3644426251876108e-5,0.40102333196889073,0.011829717560376585,5.457770500750443e-5,0.06329649338245327,0.4242188565970801,0,3.8204393505253105e-4,1.3644426251876108e-5,6.549324600900532e-4
control,0.0894516798508136,0.02303967275242879,2.707011158901555e-4,0.0010527265617950492,0,0.6125966252594219,0.01678346918518964,2.1054531235900983e-4,0.08662435708484977,0.16831593828014557,0,0.001443739284747496,0,2.1054531235900983e-4
hyper,0.058925509261876494,0.020464695573520267,0,0.00523866056117738,0,0.4614732319520606,0.01850490888876326,0.001319087191663369,0.06162021595341738,0.37218987317918856,1.884410273804813e-5,7.537641095219251e-5,0,1.6959692464243314e-4
hyper,0.059965958189673985,0.029001003796971153,0,0.0051280932221882776,0,0.4301488238118099,0.03308165670143587,0.0013529437437262688,0.08246410334744468,0.35217998516126214,2.1821673285907563e-5,0.005411774974905075,0,0.0012438353772967312
hyper,0.08174365285745479,0.04291641026658991,5.359588701193005e-4,5.756595271651745e-4,0,0.34775790539333423,0.014848045735156917,9.925164261468528e-5,0.08996168886595073,0.4200329515453481,0,7.543124838716081e-4,0,7.741628123945451e-4
control,0.05990858303707466,0.07492127983748095,6.907059421025902e-4,4.0629761300152364e-4,2.031488065007618e-5,0.5057795835449467,0.02011173184357542,6.094464195022854e-5,0.07993905535804977,0.2575723717623159,0,2.6409344845099034e-4,0,3.250380904012189e-4
hyper,0.07011871815430773,0.05147039805498797,2.8450973799239583e-4,0.0022502133823034945,0,0.4275146781160282,0.023097017820655406,4.655613894421023e-4,0.09629361404960815,0.32423764322478854,2.586452163567235e-5,0.0025864521635672348,0,0.0016553293846830303
control,0.03002264216668118,0.042029521901942,6.531394234956022e-5,0.01802664808847862,0,0.18643864843681965,0.028901419489680398,0.0025145867804580685,0.041169554994339455,0.6325437603413742,0,0.018135504659061222,0,1.5239919881564052e-4
hyper,0.06803948625411316,0.07092665322152637,4.033542086827301e-4,0.0014648126525846513,2.1229168878038425e-5,0.34051586880373635,0.037172274705445284,7.430209107313449e-4,0.0899479885362488,0.38473622757669035,0,0.002802250291901072,0,0.0032268336694618407
control,0.061645712719673874,0.03297249152135932,0,7.022712479873934e-4,0,0.26638347435853515,0.014696310506663013,1.7128567024082765e-4,0.06901099654002946,0.5526360864650063,1.7128567024082767e-5,0.0016614710013360282,0,1.0277140214449659e-4
hyper,0.04568629012984944,0.05010754401338326,0,4.7797339281446664e-4,0,0.436409623197642,0.034075519796064685,3.783956026447861e-4,0.06576117262805704,0.36537082769059187,0,0.001453835736477336,0,2.7881781247510553e-4
control,0.044827434858304926,0.05335693698702287,0,0.004506152068001932,0,0.26002545683311146,0.015683750054863863,9.070825591432459e-4,0.053444719170165765,0.5618937542976694,0,0.004462260976430484,0,8.924521952860967e-4
hyper,0.07488942835289814,0.048352233048451994,2.3278241495128198e-4,1.6627315353662998e-4,0,0.5968208573043796,0.016826843137906954,9.976389212197799e-5,0.08722689634531608,0.1735891722922417,0,0.0014299491204150178,0,3.6580093778058593e-4
hyper,0.0764633533701734,0.02638280180851248,1.732291648621962e-4,6.929166594487848e-5,0,0.2824501533078109,0.017634728982971574,1.3858333188975695e-4,0.07405546797858888,0.5223898695584389,0,1.5590624837597659e-4,0,8.66145824310981e-5
hyper,0.05697700490794489,0.05129674381524203,0,9.467101821171429e-4,0,0.306161090211515,0.029397842497321806,8.47056478736391e-4,0.0664939335808067,0.4790353521512743,0,0.0014698921248660903,0,0.00737437405017564
control,0.0655684186735642,0.040154692247808946,5.273599357123126e-4,4.2691042414806256e-4,2.5112377891062503e-5,0.39190376936792143,0.01963787951081088,1.2556188945531252e-4,0.09075613369829989,0.3891414077999046,0,0.0010044951156425001,0,7.282589588408126e-4
